id,second_name,first_name,value_season,value_form,form,total_points,points_per_game,team,team_code,in_dreamteam,now_cost,event_points,chance_of_playing_next_round,code,dreamteam_count,element_type,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,position
225,Praet,Dennis,6.7,0.0,0.0,35,2.7,Leicester,13,False,52,0,0.0,106837,0,3,1,2,3,8,0,0,0,0,0,0,1,119,118.4,126.4,114.0,35.7,MID
221,Albrighton,Marc,6.6,0.7,3.8,35,2.5,Leicester,13,False,53,2,,51938,0,3,0,3,4,9,0,0,0,2,0,0,0,149,182.6,221.7,138.0,54.0,MID
119,Pulisic,Christian,4.1,0.2,1.8,34,2.6,Chelsea,8,False,82,1,100.0,176413,0,3,1,1,4,13,0,0,0,1,0,0,0,114,137.2,171.0,328.0,63.5,MID
395,Davies,Ben,7.4,0.4,2.0,34,2.6,Spurs,6,False,46,0,75.0,115556,0,2,0,2,2,8,0,0,0,0,0,0,1,155,148.4,110.2,58.0,31.6,DEF
323,Fernández,Federico,7.2,0.4,2.0,34,2.1,Newcastle,4,False,47,0,0.0,57145,0,2,0,0,3,26,1,0,0,2,0,0,4,252,332.2,55.1,14.0,40.0,DEF
501,Ceballos Fernández,Daniel,7.0,0.3,1.2,33,2.1,Arsenal,3,False,47,0,50.0,182539,0,3,0,1,4,12,0,0,0,3,0,0,3,207,230.6,259.6,51.0,54.3,MID
367,Stephens,Jack,7.2,1.0,4.8,33,3.7,Southampton,20,False,46,1,,88900,1,2,0,0,4,14,0,0,0,1,0,0,6,180,196.6,50.3,27.0,27.6,DEF
465,Traoré,Adama,5.5,0.4,2.4,33,1.7,Wolves,39,False,60,3,100.0,159533,0,3,0,1,2,21,0,0,0,3,0,0,0,146,182.4,366.2,185.0,73.3,MID
446,Diangana,Grady,6.5,0.1,0.6,33,2.2,West Brom,35,False,51,0,,179830,0,3,1,0,1,28,0,0,0,0,0,0,0,95,152.4,88.5,151.0,39.2,MID
491,Koch,Robin,7.4,0.0,0.0,32,2.9,Leeds,2,False,43,0,0.0,193645,1,2,0,0,4,17,0,0,0,0,0,0,2,180,176.0,48.9,89.0,31.4,DEF
563,Ait Nouri,Rayan,6.4,0.4,2.2,32,2.9,Wolves,39,False,50,1,75.0,448514,1,2,1,1,1,11,0,0,0,0,0,0,5,136,136.6,99.2,102.0,33.8,DEF
236,Ndidi,Wilfred,6.7,0.9,4.2,32,2.9,Leicester,13,False,48,1,75.0,203341,0,3,1,0,5,8,0,0,0,2,0,0,4,171,216.4,41.4,17.0,27.5,MID
597,Sánchez,Robert,7.3,0.9,3.8,32,3.6,Brighton,36,False,44,6,,215059,0,1,0,0,3,10,0,0,0,0,0,23,3,164,199.0,0.0,0.0,19.9,GKP
146,Mitchell,Tyrick,8.2,1.0,3.8,32,2.9,Crystal Palace,31,False,39,1,100.0,244723,1,2,0,1,3,17,0,0,0,1,0,0,2,155,184.4,48.8,21.0,25.5,DEF
385,Sissoko,Moussa,6.7,0.2,0.8,32,2.1,Spurs,6,False,48,0,100.0,45268,0,3,0,0,5,13,0,0,0,2,0,0,2,152,127.6,54.3,47.0,23.0,MID
518,Mendy,Nampalys,7.0,0.0,0.2,31,2.1,Leicester,13,False,44,1,,86881,0,3,0,1,4,17,0,0,0,4,0,0,0,182,119.4,77.8,9.0,20.7,MID
195,Cooper,Liam,7.2,0.2,1.0,31,2.4,Leeds,2,False,43,2,100.0,55914,0,2,1,0,3,27,0,0,0,3,0,0,1,257,337.6,9.3,77.0,42.4,DEF
122,Hudson-Odoi,Callum,5.4,0.6,3.2,31,2.8,Chelsea,8,False,57,3,100.0,209046,0,3,2,1,2,4,0,0,0,0,0,0,1,132,156.2,215.3,158.0,53.0,MID
582,Grant,Karlan,5.3,0.1,0.8,31,2.4,West Brom,35,False,58,2,100.0,180294,0,4,1,0,3,20,0,0,0,1,0,0,3,76,82.2,57.7,236.0,37.3,FWD
566,Godfrey,Ben,6.2,0.3,1.7,31,2.6,Everton,11,False,50,2,100.0,198826,0,2,0,0,3,11,0,0,0,3,0,0,1,181,194.6,38.6,19.0,25.3,DEF
103,Giroud,Olivier,4.6,0.1,1.0,31,2.8,Chelsea,8,False,67,2,100.0,44346,1,4,3,0,2,4,0,0,0,1,0,0,3,100,123.6,98.6,311.0,53.4,FWD
413,Sawyers,Romaine,6.5,0.3,1.6,31,1.7,West Brom,35,False,48,2,,61600,0,3,0,0,1,40,1,0,0,2,0,0,0,185,149.8,101.1,13.0,26.3,MID
484,Robinson,Antonee,7.0,0.0,0.0,31,2.2,Fulham,54,False,44,0,100.0,169528,0,2,0,0,3,15,0,0,0,3,1,0,1,222,277.6,303.9,122.0,70.6,DEF
382,Djenepo,Moussa,5.6,0.1,0.8,30,2.3,Southampton,20,False,54,0,0.0,431131,0,3,1,2,3,9,0,0,0,3,0,0,0,91,98.8,71.3,123.0,29.0,MID
78,Connolly,Aaron,5.8,0.2,1.0,30,2.7,Brighton,36,False,52,0,100.0,233425,0,4,2,1,1,13,0,0,0,0,0,0,2,78,98.8,59.4,217.0,37.4,FWD
144,Riedewald,Jairo,6.8,0.2,0.8,30,1.9,Crystal Palace,31,False,44,1,100.0,173954,1,3,1,0,2,13,0,0,0,0,0,0,1,111,131.8,78.3,43.0,25.4,MID
373,Reed,Harrison,6.8,0.5,2.0,30,2.0,Fulham,54,False,44,2,100.0,153366,0,3,0,1,3,18,0,0,0,3,0,0,0,174,195.6,159.3,30.0,38.6,MID
338,Saint-Maximin,Allan,5.9,0.1,0.3,30,3.0,Newcastle,4,False,51,1,100.0,170137,0,3,1,1,3,11,0,0,0,0,0,0,2,89,125.4,111.3,89.0,32.6,MID
400,Bergwijn,Steven,4.3,0.4,2.8,30,2.5,Spurs,6,False,70,0,100.0,194252,0,3,0,2,5,6,0,0,0,1,0,0,0,46,62.2,105.5,96.0,25.8,MID
497,Murphy,Jacob,6.1,0.3,1.3,30,2.3,Newcastle,4,False,49,2,,114243,1,3,1,1,1,16,0,0,0,2,0,0,2,105,144.0,111.2,108.0,36.3,MID
345,Basham,Chris,6.5,0.3,1.4,30,1.5,Sheffield Utd,49,False,46,2,,40386,0,2,0,0,0,32,0,0,0,1,0,0,2,250,320.6,135.4,100.0,55.6,DEF
457,Doherty,Matt,5.1,0.1,0.8,29,3.6,Spurs,6,False,57,0,75.0,87835,1,2,0,1,3,6,0,0,0,1,1,0,3,120,134.4,94.8,53.0,28.4,DEF
107,Kovacic,Mateo,5.5,0.4,2.0,29,1.9,Chelsea,8,False,53,3,100.0,91651,0,3,0,1,4,15,0,0,0,2,0,0,0,168,162.4,173.9,69.0,40.5,MID
18,Pépé,Nicolas,3.8,0.2,1.4,29,2.2,Arsenal,3,False,76,6,100.0,195735,0,3,3,0,0,11,0,0,0,1,1,0,1,93,130.2,51.1,183.0,36.3,MID
315,Greenwood,Mason,4.1,0.2,1.5,29,2.1,Man Utd,1,False,70,2,100.0,220688,0,3,1,0,2,15,0,0,0,1,0,0,0,88,69.4,96.4,247.0,41.1,MID
134,Ward,Joel,6.7,0.8,3.5,29,2.6,Crystal Palace,31,False,43,1,100.0,55494,0,2,0,1,3,19,0,0,0,3,0,0,2,153,174.6,75.2,15.0,26.5,DEF
454,Santos Moutinho,João Filipe Iria,5.6,0.3,1.8,29,1.6,Wolves,39,False,52,1,100.0,19624,0,3,0,0,2,25,0,0,0,2,1,0,0,180,198.4,320.5,38.0,56.0,MID
283,Zinchenko,Oleksandr,5.3,1.0,5.6,29,4.8,Man City,43,False,55,6,100.0,206325,1,2,0,0,4,1,0,0,0,0,0,0,2,119,69.2,48.1,25.0,14.3,DEF
576,Dawson,Craig,6.4,1.3,5.8,29,5.8,West Ham,21,False,45,9,,60232,1,2,1,0,3,3,0,0,0,0,0,0,2,103,93.4,12.3,43.0,14.9,DEF
360,Berge,Sander,5.9,0.0,0.0,29,2.2,Sheffield Utd,49,False,49,0,0.0,207189,0,3,1,1,0,19,0,0,0,4,0,0,1,148,175.8,168.9,126.0,47.0,MID
504,Silva,Fabio,5.6,0.4,2.2,29,2.1,Wolves,39,False,52,0,,449988,0,4,2,0,0,18,0,0,0,2,0,0,2,79,80.6,89.5,321.0,48.9,FWD
23,Smith Rowe,Emile,6.4,1.0,4.6,29,4.8,Arsenal,3,False,45,2,75.0,209289,0,3,0,4,5,1,0,0,0,0,0,0,0,102,93.2,131.2,68.0,29.3,MID
357,McBurnie,Oliver,5.0,0.0,0.0,28,2.2,Sheffield Utd,49,False,56,0,25.0,169432,0,4,1,1,0,17,0,0,0,1,0,0,2,62,132.6,129.6,342.0,60.0,FWD
229,Pérez,Ayoze,4.7,0.2,1.0,28,2.3,Leicester,13,False,60,2,,168580,0,3,1,0,2,8,0,0,0,1,0,0,2,70,124.8,172.3,258.0,55.8,MID
509,Ampadu,Ethan,6.5,0.7,2.8,28,2.0,Sheffield Utd,49,False,43,2,100.0,199598,1,2,0,0,1,21,0,0,0,1,0,0,3,186,248.2,133.2,31.0,41.4,DEF
39,Hause,Kortney,6.4,0.0,0.0,28,7.0,Aston Villa,7,False,44,0,0.0,123354,1,2,1,0,3,1,0,0,0,1,0,0,3,89,91.0,1.5,49.0,14.2,DEF
299,Rodrigues de Paula Santos,Frederico,5.3,0.2,1.2,28,2.0,Man Utd,1,False,53,0,,101582,0,3,0,0,5,13,0,0,0,3,0,0,0,177,197.0,167.9,69.0,43.4,MID
351,Baldock,George,5.5,0.2,0.8,27,1.6,Sheffield Utd,49,False,49,2,100.0,82691,0,2,0,1,0,28,0,0,0,2,0,0,0,175,191.4,201.6,178.0,57.3,DEF
83,Pieters,Erik,6.3,0.8,3.4,27,2.2,Burnley,90,False,43,4,100.0,39487,0,2,0,1,2,10,1,0,0,0,0,0,2,113,100.2,42.3,39.0,18.1,DEF
175,Cairney,Tom,5.2,0.0,0.0,27,2.7,Fulham,54,False,52,0,0.0,76357,0,3,1,1,1,15,0,0,0,2,0,0,2,160,170.6,278.3,124.0,57.3,MID
108,Batshuayi,Michy,4.7,0.3,1.8,27,2.2,Crystal Palace,31,False,57,6,100.0,94245,0,4,1,2,1,10,0,0,0,0,0,0,1,73,84.2,72.5,156.0,31.1,FWD
54,Lallana,Adam,4.4,0.0,0.2,27,1.9,Brighton,36,False,62,0,100.0,39155,0,3,0,1,3,8,0,0,0,0,0,0,0,117,90.6,196.4,117.0,40.0,MID
40,Ibrahim Hassan,Mahmoud Ahmed,5.2,0.1,0.5,27,2.5,Aston Villa,7,False,52,1,100.0,148508,0,3,0,1,4,10,0,0,0,0,0,0,0,78,115.8,122.2,343.0,57.9,MID
355,Lundstram,John,5.3,0.4,2.0,26,1.7,Sheffield Utd,49,False,49,6,100.0,153723,0,3,0,2,2,18,0,0,1,5,1,0,2,127,161.2,266.3,173.0,60.0,MID
424,Burke,Oliver,6.0,0.4,1.8,26,2.0,Sheffield Utd,49,False,43,6,100.0,197937,0,3,1,1,1,11,0,0,0,2,0,0,0,68,88.2,152.1,298.0,53.3,MID
324,Clark,Ciaran,5.8,0.3,1.5,26,2.6,Newcastle,4,False,45,0,0.0,58845,0,2,1,0,2,17,0,0,0,2,0,0,0,142,203.4,16.2,69.0,29.0,DEF
513,Lewis,Jamal,6.2,0.2,0.7,26,1.5,Newcastle,4,False,42,1,100.0,194799,0,2,0,0,2,27,0,0,0,4,0,0,1,164,176.8,163.6,23.0,36.1,DEF
587,Benrahma,Saïd,4.3,0.4,2.2,26,2.2,West Ham,21,False,60,2,,172841,0,3,0,2,2,7,0,0,0,0,0,0,0,87,102.2,120.2,228.0,45.2,MID
15,Maitland-Niles,Ainsley,5.7,0.3,1.6,26,2.4,Arsenal,3,False,46,0,,154043,0,2,0,1,2,6,0,0,0,0,0,0,1,110,77.6,42.7,22.0,14.3,DEF
22,Nketiah,Edward,4.7,0.0,0.2,26,2.0,Arsenal,3,False,55,0,,205533,0,4,1,1,0,6,0,0,0,0,0,0,4,81,74.4,58.8,120.0,24.9,FWD
412,Bartley,Kyle,5.7,0.3,1.4,25,2.1,West Brom,35,False,44,1,100.0,59940,0,2,1,1,1,25,0,0,0,1,0,0,0,151,279.2,14.7,95.0,38.8,DEF
70,Ryan,Mathew,6.0,0.0,0.0,25,2.3,Arsenal,3,False,42,0,,131897,0,1,0,0,2,19,0,0,0,1,0,16,0,161,132.4,0.3,0.0,13.2,GKP
109,Rüdiger,Antonio,5.3,0.9,4.0,24,4.8,Chelsea,8,False,45,7,,102380,0,2,0,0,3,3,0,0,0,0,0,0,3,117,106.0,23.5,59.0,18.9,DEF
218,Fuchs,Christian,5.3,0.0,0.0,24,2.7,Leicester,13,False,45,0,100.0,37402,0,2,0,0,3,9,0,0,0,4,0,0,2,112,137.0,33.9,22.0,19.2,DEF
241,Milner,James,4.5,0.2,0.8,24,2.2,Liverpool,14,False,53,0,100.0,15157,1,3,0,2,3,1,0,0,0,1,0,0,2,102,91.8,109.6,41.0,24.2,MID
80,Mac Allister,Alexis,4.5,0.5,2.4,24,3.0,Brighton,36,False,53,2,100.0,243016,0,3,1,1,2,3,0,0,0,1,0,0,3,75,93.8,75.9,39.0,20.7,MID
418,Townsend,Conor,5.5,0.0,0.0,24,3.0,West Brom,35,False,44,0,100.0,108053,0,2,0,0,2,10,0,0,0,0,0,0,3,128,139.0,74.2,50.0,26.3,DEF
320,Carroll,Andy,4.6,0.4,2.0,24,2.0,Newcastle,4,False,52,0,100.0,40142,0,4,1,1,1,8,0,0,0,1,0,0,3,64,57.2,36.0,152.0,23.5,FWD
411,Phillips,Matt,4.7,0.2,0.8,24,1.6,West Brom,35,False,51,1,100.0,50229,0,3,0,1,0,20,0,0,0,1,0,0,1,79,97.0,170.1,82.0,34.9,MID
274,Mendy,Benjamin,4.1,0.0,0.0,24,4.0,Man City,43,False,59,0,100.0,102826,1,2,1,0,2,8,0,0,0,2,0,0,2,96,72.8,40.2,35.0,14.6,DEF
392,Rodrigues Moura da Silva,Lucas,3.6,0.1,0.5,24,1.7,Spurs,6,False,67,0,100.0,95715,0,3,1,0,1,7,0,0,0,0,0,0,1,60,77.2,55.6,125.0,25.6,MID
321,Shelvey,Jonjo,4.3,0.2,1.2,23,1.9,Newcastle,4,False,53,2,100.0,50232,0,3,0,0,2,18,0,0,0,2,0,0,0,146,167.6,249.9,141.0,55.9,MID
526,El Sayed Elneny,Mohamed Naser,5.3,0.2,1.0,23,1.9,Arsenal,3,False,43,1,100.0,153256,0,3,0,0,3,12,0,0,0,2,0,0,0,140,108.2,73.2,28.0,20.8,MID
138,Milivojevic,Luka,4.1,0.4,2.5,23,1.4,Crystal Palace,31,False,56,2,100.0,66975,0,3,0,0,2,25,0,0,0,4,1,0,0,147,143.4,151.1,61.0,35.5,MID
486,Dann,Scott,5.3,0.0,0.0,23,2.9,Crystal Palace,31,False,43,0,100.0,19188,0,2,1,0,1,11,0,0,0,1,0,0,1,124,156.4,13.6,87.0,25.8,DEF
295,Matic,Nemanja,4.9,0.3,1.5,23,1.9,Man Utd,1,False,47,2,100.0,62398,0,3,0,1,3,13,0,0,0,2,0,0,0,134,133.8,101.9,25.0,26.1,MID
336,Hayden,Isaac,4.9,0.3,1.2,23,1.5,Newcastle,4,False,47,2,100.0,153127,0,3,0,0,2,22,0,0,0,6,0,0,0,114,158.0,67.8,81.0,30.8,MID
152,Coleman,Seamus,4.6,0.3,1.3,22,2.0,Everton,11,False,48,1,100.0,59949,0,2,0,1,1,9,0,0,0,0,0,0,1,124,130.8,64.5,57.0,25.3,DEF
3,Luiz Moreira Marinho,David,4.1,0.5,2.6,22,2.0,Arsenal,3,False,54,2,100.0,41270,0,2,0,0,2,10,0,0,0,1,0,0,0,117,119.0,29.6,56.0,20.4,DEF
353,Egan,John,4.7,0.4,2.0,22,1.2,Sheffield Utd,49,False,47,0,100.0,108416,0,2,0,0,1,31,0,0,0,5,1,0,1,200,292.6,22.1,57.0,37.1,DEF
158,Tavares Gomes,André Filipe,4.2,0.4,2.3,22,1.7,Everton,11,False,53,2,100.0,120250,0,3,0,1,2,9,0,0,0,2,0,0,0,78,79.2,100.9,40.0,21.7,MID
568,Telles,Alex Nicolao,4.0,0.2,1.3,22,3.1,Man Utd,1,False,55,7,100.0,152590,0,2,0,2,1,8,0,0,0,0,0,0,3,118,123.8,171.4,30.0,32.5,DEF
61,Burn,Dan,5.0,0.4,1.6,21,1.8,Brighton,36,False,42,0,,78916,0,2,0,0,2,14,1,0,0,3,0,0,0,122,107.0,52.3,62.0,21.7,DEF
263,Jones,Curtis,4.8,0.2,0.8,21,1.8,Liverpool,14,False,44,0,,206915,0,3,0,0,3,8,0,0,0,1,0,0,0,91,108.2,138.5,154.0,40.1,MID
502,Marques Loureiro,Allan,4.0,0.0,0.0,21,1.8,Everton,11,False,52,0,0.0,119765,0,3,0,0,2,16,0,0,0,4,0,0,0,140,177.4,99.0,27.0,30.5,MID
86,Rodriguez,Jay,3.6,0.1,0.8,21,1.4,Burnley,90,False,58,2,100.0,44683,0,4,0,1,2,14,0,0,0,3,0,0,0,55,44.4,57.7,132.0,22.9,FWD
279,Aké,Nathan,3.9,0.0,0.0,21,3.5,Man City,43,False,54,0,0.0,126184,0,2,1,0,2,7,0,0,0,3,0,0,1,97,108.0,35.5,23.0,16.6,DEF
480,Longstaff,Sean,4.5,0.1,0.7,21,1.8,Newcastle,4,False,47,0,,180135,0,3,0,0,1,16,0,0,0,2,0,0,1,103,84.0,94.8,76.0,25.3,MID
33,Hourihane,Conor,3.4,0.0,0.0,20,5.0,Aston Villa,7,False,59,0,0.0,85242,1,3,1,1,2,2,0,0,0,0,0,0,3,70,65.4,82.9,33.0,18.2,MID
262,Brewster,Rhian,4.4,0.3,1.2,20,1.2,Sheffield Utd,49,False,45,1,100.0,195473,0,4,0,0,1,9,0,0,0,0,0,0,0,45,41.0,86.6,115.0,23.9,FWD
403,Lo Celso,Giovani,2.9,0.0,0.0,20,1.8,Spurs,6,False,69,0,0.0,200826,0,3,1,1,2,4,0,0,0,3,0,0,0,71,107.6,126.7,96.0,32.7,MID
211,Struijk,Pascal,5.1,0.7,2.8,20,2.0,Leeds,2,False,39,2,,222694,0,2,0,0,2,16,0,0,0,1,0,0,1,143,158.2,26.8,12.0,19.5,DEF
349,Norwood,Oliver,4.4,0.4,1.6,20,1.4,Sheffield Utd,49,False,45,2,,79934,0,3,0,0,1,16,0,0,0,3,0,0,0,120,134.4,212.2,14.0,36.0,MID
507,Fraser,Ryan,3.6,0.0,0.2,20,2.0,Newcastle,4,False,56,2,100.0,90105,0,3,0,3,1,10,0,0,0,0,1,0,0,60,44.0,98.3,60.0,19.9,MID
343,Sharp,Billy,3.6,0.3,1.6,20,2.5,Sheffield Utd,49,False,55,2,100.0,18867,0,4,2,0,0,5,0,0,0,1,0,0,3,45,69.6,17.9,100.0,18.6,FWD
439,Lanzini,Manuel,3.0,0.2,1.0,19,1.7,West Ham,21,False,64,0,100.0,86934,0,3,1,1,0,3,0,0,0,1,0,0,0,68,79.0,69.5,89.0,23.6,MID
577,Clyne,Nathaniel,4.2,0.0,0.0,19,2.1,Crystal Palace,31,False,45,0,,57328,0,2,0,1,1,16,0,0,0,1,0,0,0,126,117.6,49.5,29.0,19.8,DEF
163,Davies,Tom,3.7,0.3,1.7,19,1.7,Everton,11,False,52,2,,173807,0,3,0,0,2,6,0,0,0,1,0,0,0,97,89.8,45.7,2.0,13.8,MID
290,Mata,Juan,3.3,0.0,0.0,19,3.2,Man Utd,1,False,58,0,,43670,0,3,0,3,1,3,0,0,0,0,0,0,0,76,66.2,121.9,67.0,25.5,MID
365,Redmond,Nathan,3.0,0.0,0.2,19,1.9,Southampton,20,False,64,1,100.0,83283,0,3,1,0,1,5,0,0,0,0,0,0,0,56,69.0,53.6,91.0,21.2,MID
310,Bailly,Eric,3.9,0.7,3.2,19,2.7,Man Utd,1,False,49,0,75.0,197365,0,2,0,0,2,11,0,0,0,2,0,0,4,119,126.0,5.1,20.0,15.2,DEF
266,Luiz Rosa,Fernando,3.5,0.3,1.4,19,2.1,Man City,43,False,54,0,100.0,27789,0,2,0,0,2,3,0,0,0,1,0,0,0,94,59.8,29.8,45.0,13.6,DEF
356,Osborn,Ben,4.0,0.3,1.4,19,1.6,Sheffield Utd,49,False,48,0,25.0,167878,0,3,0,0,1,13,0,0,0,1,0,0,0,112,127.6,169.4,59.0,35.8,MID
409,Livermore,Jake,3.8,0.3,1.2,18,1.4,West Brom,35,False,47,2,100.0,49944,0,3,0,0,1,30,1,0,0,2,1,0,0,80,112.6,66.2,53.0,22.8,MID
530,Ivanovic,Branislav,4.0,0.0,0.2,18,1.6,West Brom,35,False,45,0,100.0,41135,0,2,0,0,2,18,0,0,0,2,0,0,0,113,114.8,12.7,61.0,18.8,DEF
139,van Aanholt,Patrick,3.3,0.0,0.0,18,1.8,Crystal Palace,31,False,54,0,100.0,74230,0,2,0,2,0,20,0,0,0,1,0,0,0,140,137.6,138.7,131.0,40.8,DEF
347,Stevens,Enda,3.6,0.1,0.6,18,1.2,Sheffield Utd,49,False,50,0,75.0,63426,0,2,0,0,0,28,0,0,0,3,0,0,0,177,224.2,101.1,99.0,42.5,DEF
332,Manquillo,Javier,4.0,0.0,0.2,17,2.4,Newcastle,4,False,42,0,100.0,109528,0,2,0,0,2,9,0,0,0,1,0,0,0,84,63.6,76.9,14.0,15.5,DEF
555,Krovinovic,Filip,3.5,0.0,0.2,17,1.5,West Brom,35,False,49,0,0.0,200878,0,3,0,0,1,11,0,0,0,0,0,0,0,97,74.4,103.6,50.0,22.8,MID
258,Minamino,Takumi,2.8,0.0,0.2,17,1.9,Liverpool,14,False,60,0,,157882,0,3,1,0,1,4,0,0,0,0,0,0,0,61,59.4,14.6,118.0,19.1,MID
193,Hernández Domínguez,Pablo,3.0,0.1,0.8,17,1.9,Leeds,2,False,57,0,100.0,28690,0,3,0,2,0,5,0,0,0,0,0,0,0,66,67.6,78.0,78.0,22.4,MID
495,van de Beek,Donny,2.6,0.0,0.2,17,1.5,Man Utd,1,False,66,1,,180184,0,3,1,0,0,9,0,0,0,0,0,0,0,67,75.6,40.1,59.0,17.5,MID
505,Marçal,Fernando,3.4,0.0,0.0,16,1.6,Wolves,39,False,47,0,0.0,111291,0,2,0,0,1,9,0,0,0,2,0,0,0,97,93.4,40.5,11.0,14.7,DEF
334,Schär,Fabian,3.3,0.3,1.3,16,1.2,Newcastle,4,False,49,0,100.0,119471,0,2,0,0,1,17,0,0,0,4,0,0,0,114,180.4,6.5,44.0,23.1,DEF
567,Partey,Thomas,3.3,0.4,1.8,16,2.0,Arsenal,3,False,49,2,75.0,167199,0,3,0,1,2,5,0,0,0,1,0,0,0,90,102.8,61.3,30.0,19.4,MID
328,Lascelles,Jamaal,3.8,0.1,0.3,16,1.5,Newcastle,4,False,42,1,100.0,101148,0,2,0,0,1,20,0,0,0,2,0,0,0,119,173.4,23.6,91.0,28.9,DEF
129,Tomkins,James,3.3,0.7,3.2,15,3.0,Crystal Palace,31,False,45,0,0.0,49413,0,2,0,0,2,8,0,0,0,1,0,0,2,75,65.2,0.8,10.0,7.6,DEF
250,van Dijk,Virgil,2.4,0.0,0.0,15,3.0,Liverpool,14,False,63,0,0.0,97032,0,2,1,0,1,11,0,0,0,1,0,0,1,73,82.4,4.8,66.0,15.3,DEF
436,Yarmolenko,Andriy,2.7,0.3,1.8,15,1.2,West Ham,21,False,55,1,100.0,56377,0,3,0,1,1,5,0,0,0,2,0,0,0,45,49.6,75.8,106.0,23.0,MID
510,Bogle,Jayden,3.5,0.4,1.6,15,3.0,Sheffield Utd,49,False,43,1,,226182,0,2,1,0,1,7,0,0,0,1,0,0,0,53,82.6,44.0,126.0,25.2,DEF
493,Lemina,Mario,3.3,0.1,0.5,15,1.2,Fulham,54,False,45,1,100.0,151086,0,3,0,0,0,9,0,0,0,1,0,0,0,74,79.0,65.5,23.0,16.8,MID
5,Soares,Cédric,3.3,0.6,2.8,15,5.0,Arsenal,3,False,46,2,100.0,58822,0,2,0,1,1,1,0,0,0,0,0,0,3,53,45.0,54.9,9.0,10.9,DEF
79,Alzate,Steven,3.3,0.0,0.0,14,1.8,Brighton,36,False,43,0,100.0,235382,0,3,0,0,2,13,0,0,0,1,0,0,0,74,61.0,105.0,29.0,19.6,MID
90,Gudmundsson,Johann Berg,2.6,0.2,1.0,14,1.8,Burnley,90,False,54,1,100.0,60586,0,3,0,0,2,5,0,0,0,0,0,0,0,41,32.6,37.2,53.0,12.3,MID
